commodity_desc,reference_period_desc,year,state_ansi,state_name,county_ansi,county_name,asd_code,asd_desc,domain_desc,source_desc,agg_level_desc,"PRODUCTION, MEASURED IN 480 LB BALES","YIELD, MEASURED IN LB / ACRE"
COTTON,YEAR,2022,05,ARKANSAS,069,JEFFERSON,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,33500.0,1227.0
COTTON,YEAR,2022,05,ARKANSAS,077,LEE,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,123800.0,1210.0
COTTON,YEAR,2022,05,ARKANSAS,079,LINCOLN,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,74400.0,1219.0
COTTON,YEAR,2022,05,ARKANSAS,093,MISSISSIPPI,30,NORTHEAST,TOTAL,SURVEY,COUNTY,267700.0,1173.0
COTTON,YEAR,2022,05,ARKANSAS,095,MONROE,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,36700.0,1174.0
COTTON,YEAR,2022,05,ARKANSAS,107,PHILLIPS,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,104000.0,1189.0
COTTON,YEAR,2022,05,ARKANSAS,111,POINSETT,30,NORTHEAST,TOTAL,SURVEY,COUNTY,66700.0,1256.0
COTTON,YEAR,2022,05,ARKANSAS,117,PRAIRIE,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,9350.0,1056.0
COTTON,YEAR,2022,05,ARKANSAS,123,SAINT FRANCIS,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,82800.0,1179.0
COTTON,YEAR,2022,06,CALIFORNIA,019,FRESNO,51,SAN JOAQUIN VALLEY,TOTAL,SURVEY,COUNTY,6600.0,1625.0
COTTON,YEAR,2022,06,CALIFORNIA,031,KINGS,51,SAN JOAQUIN VALLEY,TOTAL,SURVEY,COUNTY,15100.0,1666.0
COTTON,YEAR,2022,06,CALIFORNIA,107,TULARE,51,SAN JOAQUIN VALLEY,TOTAL,SURVEY,COUNTY,6300.0,1833.0
COTTON,YEAR,2022,12,FLORIDA,013,CALHOUN,10,NORTHWEST,TOTAL,SURVEY,COUNTY,14100.0,793.0
COTTON,YEAR,2022,12,FLORIDA,033,ESCAMBIA,10,NORTHWEST,TOTAL,SURVEY,COUNTY,21300.0,818.0
COTTON,YEAR,2022,12,FLORIDA,063,JACKSON,10,NORTHWEST,TOTAL,SURVEY,COUNTY,58400.0,766.0
COTTON,YEAR,2022,12,FLORIDA,113,SANTA ROSA,10,NORTHWEST,TOTAL,SURVEY,COUNTY,30700.0,764.0
COTTON,YEAR,2022,13,GEORGIA,001,APPLING,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,48200.0,948.0
COTTON,YEAR,2022,13,GEORGIA,003,ATKINSON,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,32100.0,957.0
COTTON,YEAR,2022,13,GEORGIA,005,BACON,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,28700.0,872.0
COTTON,YEAR,2022,13,GEORGIA,007,BAKER,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,42100.0,1092.0
COTTON,YEAR,2022,13,GEORGIA,017,BEN HILL,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,20700.0,1031.0
COTTON,YEAR,2022,13,GEORGIA,019,BERRIEN,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,55400.0,985.0
COTTON,YEAR,2022,13,GEORGIA,023,BLECKLEY,50,CENTRAL,TOTAL,SURVEY,COUNTY,21900.0,982.0
COTTON,YEAR,2022,13,GEORGIA,027,BROOKS,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,80400.0,1024.0
COTTON,YEAR,2022,13,GEORGIA,031,BULLOCH,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,80300.0,959.0
COTTON,YEAR,2022,13,GEORGIA,033,BURKE,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,54800.0,892.0
COTTON,YEAR,2022,13,GEORGIA,037,CALHOUN,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,32200.0,1153.0
COTTON,YEAR,2022,13,GEORGIA,061,CLAY,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,14800.0,992.0
COTTON,YEAR,2022,13,GEORGIA,069,COFFEE,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,68000.0,887.0
COTTON,YEAR,2022,13,GEORGIA,071,COLQUITT,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,118700.0,1100.0
COTTON,YEAR,2022,13,GEORGIA,075,COOK,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,35800.0,914.0
COTTON,YEAR,2022,13,GEORGIA,081,CRISP,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,52900.0,723.0
COTTON,YEAR,2022,13,GEORGIA,087,DECATUR,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,78600.0,1205.0
COTTON,YEAR,2022,13,GEORGIA,091,DODGE,50,CENTRAL,TOTAL,SURVEY,COUNTY,35300.0,1137.0
COTTON,YEAR,2022,13,GEORGIA,093,DOOLY,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,140600.0,964.0
COTTON,YEAR,2022,13,GEORGIA,099,EARLY,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,82400.0,1114.0
COTTON,YEAR,2022,13,GEORGIA,103,EFFINGHAM,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,15600.0,960.0
COTTON,YEAR,2022,13,GEORGIA,107,EMANUEL,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,30500.0,846.0
COTTON,YEAR,2022,13,GEORGIA,131,GRADY,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,47500.0,1065.0
COTTON,YEAR,2022,13,GEORGIA,153,HOUSTON,50,CENTRAL,TOTAL,SURVEY,COUNTY,19500.0,891.0
COTTON,YEAR,2022,13,GEORGIA,155,IRWIN,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,62100.0,1031.0
COTTON,YEAR,2022,13,GEORGIA,161,JEFF DAVIS,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,28000.0,940.0
COTTON,YEAR,2022,13,GEORGIA,163,JEFFERSON,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,32400.0,894.0
COTTON,YEAR,2022,13,GEORGIA,165,JENKINS,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,40700.0,1050.0
COTTON,YEAR,2022,13,GEORGIA,167,JOHNSON,50,CENTRAL,TOTAL,SURVEY,COUNTY,5560.0,917.0
COTTON,YEAR,2022,13,GEORGIA,175,LAURENS,50,CENTRAL,TOTAL,SURVEY,COUNTY,20500.0,1013.0
COTTON,YEAR,2022,13,GEORGIA,177,LEE,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,38000.0,1042.0
COTTON,YEAR,2022,13,GEORGIA,185,LOWNDES,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,14700.0,867.0
COTTON,YEAR,2022,13,GEORGIA,201,MILLER,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,62200.0,1135.0
COTTON,YEAR,2022,13,GEORGIA,205,MITCHELL,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,122100.0,1114.0
COTTON,YEAR,2022,13,GEORGIA,209,MONTGOMERY,50,CENTRAL,TOTAL,SURVEY,COUNTY,8430.0,1030.0
COTTON,YEAR,2022,13,GEORGIA,229,PIERCE,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,19700.0,801.0
COTTON,YEAR,2022,13,GEORGIA,235,PULASKI,50,CENTRAL,TOTAL,SURVEY,COUNTY,51500.0,1124.0
COTTON,YEAR,2022,13,GEORGIA,243,RANDOLPH,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,28200.0,1157.0
COTTON,YEAR,2022,13,GEORGIA,251,SCREVEN,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,56600.0,894.0
COTTON,YEAR,2022,13,GEORGIA,253,SEMINOLE,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,64200.0,1150.0
COTTON,YEAR,2022,13,GEORGIA,261,SUMTER,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,50000.0,984.0
COTTON,YEAR,2022,13,GEORGIA,267,TATTNALL,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,25300.0,1004.0
COTTON,YEAR,2022,13,GEORGIA,271,TELFAIR,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,20300.0,870.0
COTTON,YEAR,2022,13,GEORGIA,273,TERRELL,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,61800.0,1103.0
COTTON,YEAR,2022,13,GEORGIA,275,THOMAS,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,64100.0,996.0
COTTON,YEAR,2022,13,GEORGIA,277,TIFT,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,47300.0,1009.0
COTTON,YEAR,2022,13,GEORGIA,279,TOOMBS,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,17700.0,1143.0
COTTON,YEAR,2022,13,GEORGIA,283,TREUTLEN,50,CENTRAL,TOTAL,SURVEY,COUNTY,7810.0,923.0
COTTON,YEAR,2022,13,GEORGIA,287,TURNER,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,44700.0,855.0
COTTON,YEAR,2022,13,GEORGIA,299,WARE,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,10100.0,843.0
COTTON,YEAR,2022,13,GEORGIA,305,WAYNE,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,24600.0,984.0
COTTON,YEAR,2022,13,GEORGIA,307,WEBSTER,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,11700.0,861.0
COTTON,YEAR,2022,13,GEORGIA,315,WILCOX,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,55000.0,1023.0
COTTON,YEAR,2022,13,GEORGIA,321,WORTH,80,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,128700.0,1101.0
COTTON,YEAR,2022,20,KANSAS,095,KINGMAN,60,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,4370.0,413.0
COTTON,YEAR,2022,20,KANSAS,151,PRATT,60,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,31400.0,735.0
COTTON,YEAR,2022,20,KANSAS,155,RENO,60,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,3800.0,391.0
COTTON,YEAR,2022,20,KANSAS,175,SEWARD,30,SOUTHWEST,TOTAL,SURVEY,COUNTY,21400.0,1067.0
COTTON,YEAR,2022,20,KANSAS,191,SUMNER,60,SOUTH CENTRAL,TOTAL,SURVEY,COUNTY,38000.0,432.0
COTTON,YEAR,2022,22,LOUISIANA,009,AVOYELLES,50,CENTRAL,TOTAL,SURVEY,COUNTY,1850.0,807.0
COTTON,YEAR,2022,22,LOUISIANA,017,CADDO,10,NORTHWEST,TOTAL,SURVEY,COUNTY,27100.0,784.0
COTTON,YEAR,2022,22,LOUISIANA,025,CATAHOULA,50,CENTRAL,TOTAL,SURVEY,COUNTY,30700.0,857.0
COTTON,YEAR,2022,22,LOUISIANA,029,CONCORDIA,50,CENTRAL,TOTAL,SURVEY,COUNTY,24500.0,948.0
COTTON,YEAR,2022,22,LOUISIANA,035,EAST CARROLL,30,NORTHEAST,TOTAL,SURVEY,COUNTY,23200.0,1003.0
COTTON,YEAR,2022,22,LOUISIANA,041,FRANKLIN,30,NORTHEAST,TOTAL,SURVEY,COUNTY,26700.0,872.0
COTTON,YEAR,2022,22,LOUISIANA,065,MADISON,30,NORTHEAST,TOTAL,SURVEY,COUNTY,55200.0,974.0
COTTON,YEAR,2022,22,LOUISIANA,067,MOREHOUSE,30,NORTHEAST,TOTAL,SURVEY,COUNTY,30200.0,973.0
COTTON,YEAR,2022,22,LOUISIANA,073,OUACHITA,20,NORTH CENTRAL,TOTAL,SURVEY,COUNTY,7750.0,903.0
COTTON,YEAR,2022,22,LOUISIANA,079,RAPIDES,50,CENTRAL,TOTAL,SURVEY,COUNTY,8430.0,741.0
COTTON,YEAR,2022,22,LOUISIANA,083,RICHLAND,30,NORTHEAST,TOTAL,SURVEY,COUNTY,23800.0,936.0
COTTON,YEAR,2022,22,LOUISIANA,107,TENSAS,30,NORTHEAST,TOTAL,SURVEY,COUNTY,72600.0,905.0
COTTON,YEAR,2022,22,LOUISIANA,123,WEST CARROLL,30,NORTHEAST,TOTAL,SURVEY,COUNTY,7710.0,1020.0
COTTON,YEAR,2022,28,MISSISSIPPI,011,BOLIVAR,10,UPPER DELTA,TOTAL,SURVEY,COUNTY,59700.0,1257.0
COTTON,YEAR,2022,28,MISSISSIPPI,013,CALHOUN,20,NORTH CENTRAL,TOTAL,SURVEY,COUNTY,21300.0,1093.0
COTTON,YEAR,2022,28,MISSISSIPPI,015,CARROLL,50,CENTRAL,TOTAL,SURVEY,COUNTY,18800.0,965.0
COTTON,YEAR,2022,28,MISSISSIPPI,017,CHICKASAW,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,8660.0,962.0
COTTON,YEAR,2022,28,MISSISSIPPI,027,COAHOMA,10,UPPER DELTA,TOTAL,SURVEY,COUNTY,185000.0,1242.0
COTTON,YEAR,2022,28,MISSISSIPPI,043,GRENADA,20,NORTH CENTRAL,TOTAL,SURVEY,COUNTY,16500.0,1060.0
COTTON,YEAR,2022,28,MISSISSIPPI,049,HINDS,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,9170.0,838.0
COTTON,YEAR,2022,28,MISSISSIPPI,051,HOLMES,50,CENTRAL,TOTAL,SURVEY,COUNTY,33100.0,1066.0
COTTON,YEAR,2022,28,MISSISSIPPI,053,HUMPHREYS,40,LOWER DELTA,TOTAL,SURVEY,COUNTY,50100.0,1098.0
COTTON,YEAR,2022,28,MISSISSIPPI,083,LEFLORE,40,LOWER DELTA,TOTAL,SURVEY,COUNTY,53600.0,1143.0
COTTON,YEAR,2022,28,MISSISSIPPI,087,LOWNDES,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,20700.0,912.0
COTTON,YEAR,2022,28,MISSISSIPPI,095,MONROE,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,22600.0,995.0
COTTON,YEAR,2022,28,MISSISSIPPI,097,MONTGOMERY,50,CENTRAL,TOTAL,SURVEY,COUNTY,13300.0,925.0
COTTON,YEAR,2022,28,MISSISSIPPI,103,NOXUBEE,60,EAST CENTRAL,TOTAL,SURVEY,COUNTY,65200.0,987.0
COTTON,YEAR,2022,28,MISSISSIPPI,107,PANOLA,20,NORTH CENTRAL,TOTAL,SURVEY,COUNTY,42400.0,1071.0
COTTON,YEAR,2022,28,MISSISSIPPI,119,QUITMAN,10,UPPER DELTA,TOTAL,SURVEY,COUNTY,64700.0,1113.0
COTTON,YEAR,2022,28,MISSISSIPPI,125,SHARKEY,40,LOWER DELTA,TOTAL,SURVEY,COUNTY,23600.0,1049.0
COTTON,YEAR,2022,28,MISSISSIPPI,133,SUNFLOWER,40,LOWER DELTA,TOTAL,SURVEY,COUNTY,17000.0,1020.0
COTTON,YEAR,2022,28,MISSISSIPPI,135,TALLAHATCHIE,10,UPPER DELTA,TOTAL,SURVEY,COUNTY,66000.0,1081.0
COTTON,YEAR,2022,28,MISSISSIPPI,143,TUNICA,10,UPPER DELTA,TOTAL,SURVEY,COUNTY,88200.0,1141.0
COTTON,YEAR,2022,28,MISSISSIPPI,149,WARREN,70,SOUTHWEST,TOTAL,SURVEY,COUNTY,5310.0,1108.0
COTTON,YEAR,2022,28,MISSISSIPPI,151,WASHINGTON,40,LOWER DELTA,TOTAL,SURVEY,COUNTY,12500.0,938.0
COTTON,YEAR,2022,28,MISSISSIPPI,155,WEBSTER,50,CENTRAL,TOTAL,SURVEY,COUNTY,14600.0,973.0
COTTON,YEAR,2022,28,MISSISSIPPI,163,YAZOO,40,LOWER DELTA,TOTAL,SURVEY,COUNTY,62000.0,1048.0
COTTON,YEAR,2022,29,MISSOURI,069,DUNKLIN,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,298600.0,1228.0
COTTON,YEAR,2022,29,MISSOURI,143,NEW MADRID,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,228500.0,1235.0
COTTON,YEAR,2022,29,MISSOURI,155,PEMISCOT,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,89000.0,1221.0
COTTON,YEAR,2022,29,MISSOURI,207,STODDARD,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,193300.0,1235.0
COTTON,YEAR,2022,35,NEW MEXICO,005,CHAVES,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,5140.0,1127.0
COTTON,YEAR,2022,35,NEW MEXICO,025,LEA,90,SOUTHEAST,TOTAL,SURVEY,COUNTY,22500.0,931.0
COTTON,YEAR,2022,37,NORTH CAROLINA,013,BEAUFORT,80,CENTRAL COASTAL,TOTAL,SURVEY,COUNTY,24600.0,984.0
COTTON,YEAR,2022,37,NORTH CAROLINA,015,BERTIE,70,NORTHERN COASTAL,TOTAL,SURVEY,COUNTY,83000.0,1165.0
COTTON,YEAR,2022,37,NORTH CAROLINA,041,CHOWAN,70,NORTHERN COASTAL,TOTAL,SURVEY,COUNTY,32000.0,1146.0
COTTON,YEAR,2022,37,NORTH CAROLINA,047,COLUMBUS,90,SOUTHERN COASTAL,TOTAL,SURVEY,COUNTY,7120.0,791.0
COTTON,YEAR,2022,37,NORTH CAROLINA,049,CRAVEN,80,CENTRAL COASTAL,TOTAL,SURVEY,COUNTY,14500.0,946.0
COTTON,YEAR,2022,37,NORTH CAROLINA,051,CUMBERLAND,90,SOUTHERN COASTAL,TOTAL,SURVEY,COUNTY,11400.0,792.0
COTTON,YEAR,2022,37,NORTH CAROLINA,061,DUPLIN,90,SOUTHERN COASTAL,TOTAL,SURVEY,COUNTY,8690.0,993.0
COTTON,YEAR,2022,37,NORTH CAROLINA,065,EDGECOMBE,70,NORTHERN COASTAL,TOTAL,SURVEY,COUNTY,62200.0,1078.0
COTTON,YEAR,2022,37,NORTH CAROLINA,073,GATES,70,NORTHERN COASTAL,TOTAL,SURVEY,COUNTY,32800.0,1211.0
COTTON,YEAR,2022,37,NORTH CAROLINA,079,GREENE,80,CENTRAL COASTAL,TOTAL,SURVEY,COUNTY,18300.0,1018.0
COTTON,YEAR,2022,37,NORTH CAROLINA,083,HALIFAX,70,NORTHERN COASTAL,TOTAL,SURVEY,COUNTY,111300.0,1127.0
COTTON,YEAR,2022,37,NORTH CAROLINA,085,HARNETT,90,SOUTHERN COASTAL,TOTAL,SURVEY,COUNTY,10300.0,731.0
COTTON,YEAR,2022,37,NORTH CAROLINA,091,HERTFORD,70,NORTHERN COASTAL,TOTAL,SURVEY,COUNTY,41200.0,1170.0
COTTON,YEAR,2022,37,NORTH CAROLINA,095,HYDE,80,CENTRAL COASTAL,TOTAL,SURVEY,COUNTY,31700.0,1217.0
COTTON,YEAR,2022,37,NORTH CAROLINA,101,JOHNSTON,80,CENTRAL COASTAL,TOTAL,SURVEY,COUNTY,11000.0,845.0
COTTON,YEAR,2022,37,NORTH CAROLINA,103,JONES,80,CENTRAL COASTAL,TOTAL,SURVEY,COUNTY,20100.0,965.0
COTTON,YEAR,2022,37,NORTH CAROLINA,107,LENOIR,80,CENTRAL COASTAL,TOTAL,SURVEY,COUNTY,19500.0,900.0
COTTON,YEAR,2022,37,NORTH CAROLINA,117,MARTIN,70,NORTHERN COASTAL,TOTAL,SURVEY,COUNTY,73900.0,1155.0
COTTON,YEAR,2022,37,NORTH CAROLINA,127,NASH,70,NORTHERN COASTAL,TOTAL,SURVEY,COUNTY,21400.0,1060.0
COTTON,YEAR,2022,37,NORTH CAROLINA,131,NORTHAMPTON,70,NORTHERN COASTAL,TOTAL,SURVEY,COUNTY,86400.0,1213.0
COTTON,YEAR,2022,37,NORTH CAROLINA,143,PERQUIMANS,70,NORTHERN COASTAL,TOTAL,SURVEY,COUNTY,25200.0,1233.0
COTTON,YEAR,2022,37,NORTH CAROLINA,147,PITT,80,CENTRAL COASTAL,TOTAL,SURVEY,COUNTY,45600.0,1023.0
COTTON,YEAR,2022,37,NORTH CAROLINA,155,ROBESON,90,SOUTHERN COASTAL,TOTAL,SURVEY,COUNTY,23700.0,889.0
COTTON,YEAR,2022,37,NORTH CAROLINA,163,SAMPSON,90,SOUTHERN COASTAL,TOTAL,SURVEY,COUNTY,27500.0,825.0
COTTON,YEAR,2022,37,NORTH CAROLINA,167,STANLY,60,SOUTHERN PIEDMONT,TOTAL,SURVEY,COUNTY,20500.0,911.0
COTTON,YEAR,2022,37,NORTH CAROLINA,187,WASHINGTON,70,NORTHERN COASTAL,TOTAL,SURVEY,COUNTY,20000.0,1172.0
COTTON,YEAR,2022,37,NORTH CAROLINA,191,WAYNE,80,CENTRAL COASTAL,TOTAL,SURVEY,COUNTY,19000.0,923.0
COTTON,YEAR,2022,37,NORTH CAROLINA,195,WILSON,80,CENTRAL COASTAL,TOTAL,SURVEY,COUNTY,16400.0,1070.0
COTTON,YEAR,2022,40,OKLAHOMA,009,BECKHAM,20,WEST CENTRAL,TOTAL,SURVEY,COUNTY,18300.0,784.0
COTTON,YEAR,2022,40,OKLAHOMA,015,CADDO,30,SOUTHWEST,TOTAL,SURVEY,COUNTY,42000.0,1252.0
COTTON,YEAR,2022,40,OKLAHOMA,033,COTTON,30,SOUTHWEST,TOTAL,SURVEY,COUNTY,3920.0,482.0
COTTON,YEAR,2022,40,OKLAHOMA,039,CUSTER,20,WEST CENTRAL,TOTAL,SURVEY,COUNTY,12200.0,586.0
COTTON,YEAR,2022,40,OKLAHOMA,051,GRADY,50,CENTRAL,TOTAL,SURVEY,COUNTY,2900.0,595.0
